image_name,detector_label,class_label,gt_box,pred_box
16_08_19_22_res_PVN_hd_ZAO_10304_4_107756.jpg,dog,0,"[1172, 599, 1235, 696]","[1136, 443, 1280, 720]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_92876.jpg,dog,0,"[0, 595, 29, 667]","[0, 575, 28, 668]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_146986.jpg,dog,0,"[569, 545, 730, 643]","[568, 544, 727, 642]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_156253.jpg,dog,0,"[818, 550, 980, 664]","[812, 421, 982, 720]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_156253.jpg,background,0,"[0, 0, 0, 0]","[813, 545, 843, 587]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27038.jpg,dog,0,"[84, 646, 146, 693]","[85, 641, 169, 719]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27038.jpg,real_dog,0,"[104, 676, 170, 720]",
13_08_19_22_res_PVN_hd_ZAO_10304_4_65846.jpg,dog,0,"[727, 567, 916, 675]","[721, 462, 920, 720]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_123758.jpg,dog,0,"[383, 618, 468, 674]","[382, 617, 467, 673]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_123758.jpg,background,0,"[0, 0, 0, 0]","[1005, 559, 1064, 591]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_44897.jpg,dog,0,"[704, 561, 827, 630]","[703, 561, 826, 629]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_128081.jpg,dog,0,"[17, 586, 91, 650]","[20, 586, 89, 650]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_128081.jpg,background,1,"[0, 0, 0, 0]","[98, 198, 144, 268]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_118083.jpg,dog,0,"[182, 500, 246, 547]","[181, 499, 247, 546]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_114250.jpg,background,0,"[0, 0, 0, 0]","[265, 666, 387, 719]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_193687.jpg,dog,0,"[11, 649, 89, 720]","[10, 648, 85, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_69956.jpg,dog,0,"[23, 554, 108, 679]","[22, 555, 108, 680]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_82708.jpg,dog,0,"[402, 557, 513, 633]","[401, 556, 511, 633]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_135945.jpg,dog,0,"[332, 593, 482, 719]","[321, 516, 485, 720]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142020.jpg,dog,0,"[220, 654, 331, 719]","[224, 659, 330, 720]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_126606.jpg,dog,0,"[213, 467, 288, 541]","[214, 467, 284, 538]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_104142.jpg,dog,0,"[399, 511, 514, 579]","[396, 507, 517, 585]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_118084.jpg,dog,0,"[177, 499, 238, 546]","[176, 498, 238, 545]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_74530.jpg,background,1,"[0, 0, 0, 0]","[249, 422, 661, 720]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_13337.jpg,dog,0,"[577, 646, 618, 717]","[577, 645, 624, 717]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68861.jpg,dog,0,"[857, 610, 961, 671]","[856, 611, 961, 670]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68861.jpg,dog,0,"[703, 641, 784, 682]","[708, 640, 783, 681]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_127015.jpg,background,0,"[0, 0, 0, 0]","[273, 536, 355, 633]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_95490.jpg,dog,0,"[226, 525, 310, 589]","[229, 526, 308, 588]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_2499.jpg,dog,0,"[284, 506, 388, 580]","[284, 509, 387, 580]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_135420.jpg,dog,0,"[47, 565, 96, 638]","[48, 570, 94, 637]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_137183.jpg,dog,0,"[131, 472, 218, 529]","[131, 472, 224, 534]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_136679.jpg,dog,0,"[1142, 546, 1214, 613]","[1141, 545, 1213, 612]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_129425.jpg,dog,0,"[282, 474, 364, 532]","[280, 473, 368, 531]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_48289.jpg,dog,0,"[202, 634, 244, 714]","[202, 634, 245, 715]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_117876.jpg,dog,0,"[188, 551, 240, 615]","[189, 545, 239, 616]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_99263.jpg,dog,0,"[341, 470, 373, 544]","[340, 468, 366, 543]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_99263.jpg,dog,0,"[0, 608, 23, 698]","[0, 591, 22, 698]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_60731.jpg,dog,0,"[521, 554, 620, 636]","[521, 552, 620, 636]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_143733.jpg,dog,0,"[161, 575, 290, 662]","[112, 428, 307, 720]"
14_08_7_11_res_PVN_hd_ZAO_10304_4_177946.jpg,dog,0,"[400, 547, 476, 598]","[399, 546, 476, 597]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_72896.jpg,dog,0,"[720, 578, 825, 644]","[720, 579, 824, 643]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_72896.jpg,background,1,"[0, 0, 0, 0]","[60, 430, 155, 472]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27044.jpg,dog,1,"[104, 674, 170, 720]","[79, 641, 168, 719]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27044.jpg,real_dog,0,"[78, 644, 129, 693]",
13_08_19_22_res_PVN_hd_ZAO_10304_4_143682.jpg,background,0,"[0, 0, 0, 0]","[856, 517, 917, 556]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_138982.jpg,dog,0,"[688, 613, 814, 687]","[688, 613, 812, 686]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_98220.jpg,dog,0,"[0, 564, 80, 719]","[0, 563, 82, 720]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102166.jpg,dog,0,"[403, 508, 517, 599]","[400, 508, 516, 598]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102166.jpg,dog,0,"[396, 605, 511, 685]","[400, 605, 504, 681]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102166.jpg,dog,0,"[99, 561, 163, 661]","[100, 560, 161, 664]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140861.jpg,dog,0,"[245, 498, 297, 575]","[244, 497, 296, 575]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140861.jpg,background,1,"[0, 0, 0, 0]","[98, 197, 143, 268]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_104155.jpg,dog,0,"[236, 504, 332, 579]","[236, 503, 337, 579]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_126658.jpg,dog,0,"[546, 510, 637, 578]","[545, 509, 635, 577]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_44921.jpg,dog,0,"[1060, 559, 1168, 630]","[1060, 558, 1167, 629]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_2552.jpg,dog,0,"[134, 534, 226, 635]","[136, 545, 225, 635]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_91274.jpg,dog,0,"[94, 531, 218, 613]","[98, 533, 217, 618]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_98159.jpg,dog,1,"[798, 624, 1028, 718]","[798, 497, 1027, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_69953.jpg,dog,0,"[42, 556, 149, 690]","[44, 559, 148, 689]"
14_08_7_11_res_PVN_hd_ZAO_10304_4_44882.jpg,dog,0,"[295, 543, 395, 607]","[295, 542, 395, 606]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_107758.jpg,dog,0,"[1168, 599, 1237, 697]","[1135, 599, 1237, 719]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_88487.jpg,dog,0,"[1086, 564, 1242, 678]","[1082, 447, 1245, 720]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_122665.jpg,background,1,"[0, 0, 0, 0]","[96, 212, 141, 274]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_155904.jpg,dog,0,"[38, 482, 85, 561]","[37, 483, 86, 561]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142024.jpg,dog,0,"[255, 621, 398, 720]","[256, 620, 397, 719]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142024.jpg,dog,1,"[255, 621, 398, 720]","[244, 480, 449, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_63129.jpg,real_dog,0,"[458, 567, 604, 664]",
15_08_19_22_res_PVN_hd_ZAO_10304_4_34145.jpg,dog,0,"[46, 593, 106, 683]","[47, 591, 105, 684]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_51.jpg,dog,0,"[70, 532, 122, 603]","[69, 531, 122, 601]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140916.jpg,dog,0,"[1071, 601, 1232, 703]","[1060, 510, 1231, 720]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140916.jpg,background,1,"[0, 0, 0, 0]","[98, 198, 144, 267]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_157834.jpg,dog,0,"[570, 582, 652, 632]","[567, 581, 652, 632]"
14_08_7_11_res_PVN_hd_ZAO_10304_4_23868.jpg,dog,0,"[46, 554, 132, 641]","[47, 554, 131, 629]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_138933.jpg,dog,0,"[162, 463, 246, 530]","[161, 470, 245, 529]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_98715.jpg,dog,0,"[919, 559, 1035, 668]","[918, 559, 1035, 668]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_135638.jpg,dog,0,"[447, 654, 526, 719]","[446, 654, 526, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_135638.jpg,dog,0,"[10, 697, 94, 716]","[11, 702, 91, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_135638.jpg,background,0,"[0, 0, 0, 0]","[1072, 384, 1123, 455]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_60750.jpg,dog,0,"[263, 545, 365, 637]","[262, 545, 364, 637]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_112089.jpg,dog,0,"[152, 558, 232, 621]","[151, 557, 229, 621]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_112089.jpg,background,1,"[0, 0, 0, 0]","[95, 207, 143, 274]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_183208.jpg,dog,0,"[1041, 641, 1130, 703]","[1039, 640, 1129, 704]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_133784.jpg,dog,0,"[231, 524, 332, 582]","[273, 523, 331, 583]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_2564.jpg,dog,0,"[248, 586, 368, 715]","[248, 590, 368, 716]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_60760.jpg,dog,0,"[176, 529, 241, 611]","[176, 529, 241, 611]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_48306.jpg,dog,0,"[169, 672, 218, 720]","[168, 672, 221, 719]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68884.jpg,dog,0,"[1055, 582, 1159, 645]","[1047, 587, 1156, 661]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68884.jpg,background,1,"[0, 0, 0, 0]","[1239, 582, 1280, 647]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68884.jpg,dog,0,"[995, 631, 1089, 670]","[997, 630, 1072, 670]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_37979.jpg,dog,0,"[650, 563, 782, 640]","[649, 563, 779, 639]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_95288.jpg,background,0,"[0, 0, 0, 0]","[869, 355, 933, 466]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_148303.jpg,dog,0,"[1078, 558, 1166, 619]","[1077, 555, 1167, 618]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_129417.jpg,dog,0,"[266, 475, 358, 534]","[268, 476, 358, 535]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_25135.jpg,dog,0,"[804, 540, 901, 574]","[803, 539, 900, 574]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_98149.jpg,dog,1,"[932, 592, 1113, 719]","[883, 475, 1117, 720]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_177205.jpg,dog,0,"[882, 620, 966, 691]","[880, 619, 962, 691]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_110825.jpg,background,0,"[0, 0, 0, 0]","[97, 209, 142, 273]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_39595.jpg,dog,1,"[5, 525, 98, 717]","[0, 520, 103, 720]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_123844.jpg,background,1,"[0, 0, 0, 0]","[57, 465, 96, 511]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_111542.jpg,background,1,"[0, 0, 0, 0]","[91, 206, 137, 276]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_104966.jpg,dog,0,"[2, 636, 32, 719]","[0, 626, 32, 720]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_104966.jpg,background,0,"[0, 0, 0, 0]","[218, 623, 255, 665]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_104966.jpg,real_dog,0,"[195, 464, 238, 545]",
17_08_07_11_res_PVN_hd_ZAO_10304_4_95525.jpg,dog,0,"[688, 571, 813, 636]","[687, 570, 813, 636]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102176.jpg,dog,0,"[328, 501, 431, 588]","[326, 501, 431, 588]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102176.jpg,dog,0,"[251, 615, 348, 687]","[246, 615, 348, 686]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_102176.jpg,dog,1,"[21, 535, 113, 611]","[22, 538, 101, 612]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_136715.jpg,dog,0,"[726, 543, 870, 649]","[726, 542, 870, 649]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_136715.jpg,dog,0,"[726, 543, 870, 649]","[675, 432, 905, 720]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_99265.jpg,dog,0,"[0, 614, 23, 720]","[0, 596, 23, 718]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_99265.jpg,dog,0,"[340, 469, 367, 551]","[340, 485, 362, 549]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_146995.jpg,dog,0,"[442, 542, 615, 632]","[432, 422, 632, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_139112.jpg,real_dog,0,"[70, 634, 134, 710]",
15_08_07_11_res_PVN_hd_ZAO_10304_4_137190.jpg,dog,0,"[187, 475, 272, 535]","[188, 474, 271, 533]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_137778.jpg,dog,0,"[865, 500, 985, 564]","[863, 500, 976, 563]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_121440.jpg,dog,0,"[791, 632, 918, 696]","[790, 633, 916, 696]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_108089.jpg,dog,0,"[473, 579, 699, 717]","[478, 536, 704, 720]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_209018.jpg,dog,0,"[861, 535, 967, 684]","[860, 536, 915, 647]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_138963.jpg,dog,0,"[380, 588, 482, 660]","[380, 588, 483, 660]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_138963.jpg,background,0,"[0, 0, 0, 0]","[243, 556, 279, 611]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_177312.jpg,dog,0,"[20, 644, 90, 715]","[0, 630, 89, 717]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_177312.jpg,real_dog,0,"[0, 634, 24, 705]",
17_08_07_11_res_PVN_hd_ZAO_10304_4_193686.jpg,dog,0,"[18, 651, 91, 720]","[17, 651, 93, 720]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27000.jpg,dog,0,"[105, 679, 169, 720]","[84, 665, 165, 720]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27000.jpg,real_dog,0,"[82, 665, 111, 718]",
17_08_19_22_res_PVN_hd_ZAO_10304_4_104972.jpg,dog,0,"[26, 660, 97, 719]","[26, 659, 96, 720]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_104972.jpg,dog,0,"[272, 484, 331, 577]","[281, 482, 328, 572]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_23926.jpg,dog,0,"[62, 631, 123, 702]","[61, 631, 122, 702]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_18646.jpg,dog,0,"[132, 554, 204, 627]","[131, 553, 203, 627]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_18646.jpg,dog,0,"[185, 650, 258, 694]","[185, 648, 258, 694]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_18646.jpg,background,0,"[0, 0, 0, 0]","[301, 508, 373, 578]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_111507.jpg,background,1,"[0, 0, 0, 0]","[91, 205, 136, 278]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_100167.jpg,dog,0,"[32, 627, 89, 713]","[32, 628, 87, 713]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140851.jpg,dog,0,"[246, 487, 321, 557]","[246, 486, 322, 557]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_140851.jpg,background,0,"[0, 0, 0, 0]","[99, 197, 159, 267]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_2544.jpg,dog,0,"[91, 523, 135, 605]","[84, 520, 134, 604]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_2505.jpg,dog,0,"[197, 511, 294, 586]","[197, 510, 296, 586]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_2505.jpg,background,1,"[0, 0, 0, 0]","[267, 476, 304, 517]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_25133.jpg,dog,0,"[821, 538, 914, 574]","[821, 537, 915, 573]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_22053.jpg,dog,1,"[6, 533, 197, 668]","[0, 428, 197, 684]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_22053.jpg,dog,0,"[6, 533, 197, 668]","[9, 538, 94, 667]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_60765.jpg,dog,0,"[139, 517, 200, 601]","[138, 516, 199, 600]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_112065.jpg,dog,0,"[276, 595, 343, 680]","[274, 595, 343, 679]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_193684.jpg,dog,0,"[36, 667, 111, 720]","[36, 667, 126, 719]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_193684.jpg,background,1,"[0, 0, 0, 0]","[30, 408, 247, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_91667.jpg,background,0,"[0, 0, 0, 0]","[1060, 591, 1154, 699]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_37988.jpg,dog,0,"[786, 561, 920, 636]","[785, 562, 919, 636]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_216118.jpg,dog,0,"[1142, 623, 1246, 717]","[1134, 636, 1248, 719]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_127350.jpg,dog,0,"[105, 450, 183, 502]","[104, 449, 182, 501]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142023.jpg,dog,1,"[223, 603, 382, 720]","[221, 511, 382, 720]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_125685.jpg,dog,0,"[214, 560, 284, 697]","[214, 560, 285, 697]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_45614.jpg,dog,0,"[137, 542, 183, 616]","[137, 543, 182, 615]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142027.jpg,dog,0,"[303, 622, 438, 720]","[303, 623, 439, 719]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142027.jpg,dog,1,"[303, 622, 438, 720]","[299, 480, 463, 720]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_127013.jpg,background,0,"[0, 0, 0, 0]","[249, 459, 531, 720]"
14_08_7_11_res_PVN_hd_ZAO_10304_4_44890.jpg,dog,0,"[413, 555, 531, 625]","[412, 554, 531, 624]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_91695.jpg,background,1,"[0, 0, 0, 0]","[1249, 568, 1279, 675]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_129400.jpg,dog,0,"[178, 465, 267, 534]","[184, 470, 268, 534]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_128272.jpg,dog,0,"[60, 603, 112, 675]","[59, 602, 112, 674]"
13_08_19_22_res_PVN_hd_ZAO_10304_4_143710.jpg,background,0,"[0, 0, 0, 0]","[967, 529, 1039, 570]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_193690.jpg,dog,0,"[0, 629, 67, 719]","[0, 628, 65, 720]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68879.jpg,dog,0,"[1006, 587, 1119, 649]","[992, 589, 1117, 667]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68879.jpg,dog,1,"[1006, 587, 1119, 649]","[906, 428, 1128, 720]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68879.jpg,background,0,"[0, 0, 0, 0]","[1191, 592, 1248, 683]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_68879.jpg,real_dog,0,"[938, 633, 1024, 676]",
15_08_07_11_res_PVN_hd_ZAO_10304_4_137810.jpg,dog,0,"[1105, 502, 1184, 563]","[1103, 501, 1183, 560]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_137732.jpg,dog,1,"[773, 498, 832, 574]","[734, 500, 831, 575]"
15_08_07_11_res_PVN_hd_ZAO_10304_4_60457.jpg,dog,0,"[1047, 524, 1128, 574]","[1050, 517, 1134, 573]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27032.jpg,dog,0,"[89, 643, 151, 698]","[86, 640, 169, 719]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_27032.jpg,real_dog,0,"[102, 673, 170, 719]",
17_08_19_22_res_PVN_hd_ZAO_10304_4_143749.jpg,dog,0,"[505, 597, 691, 695]","[477, 517, 763, 720]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_14982.jpg,dog,0,"[0, 576, 33, 654]","[0, 556, 31, 653]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142029.jpg,dog,0,"[329, 632, 466, 720]","[330, 632, 467, 720]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_142029.jpg,dog,1,"[329, 632, 466, 720]","[323, 500, 504, 720]"
14_08_7_11_res_PVN_hd_ZAO_10304_4_44911.jpg,dog,0,"[775, 573, 908, 649]","[774, 572, 906, 648]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_47341.jpg,dog,0,"[918, 547, 995, 602]","[915, 547, 995, 602]"
17_08_19_22_res_PVN_hd_ZAO_10304_4_112057.jpg,dog,0,"[297, 612, 363, 704]","[296, 612, 362, 703]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_98684.jpg,dog,0,"[454, 550, 607, 696]","[453, 550, 557, 665]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_48287.jpg,dog,0,"[200, 625, 244, 710]","[195, 624, 244, 712]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_209006.jpg,dog,0,"[869, 535, 974, 680]","[868, 531, 917, 643]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_156220.jpg,background,0,"[0, 0, 0, 0]","[994, 512, 1070, 549]"
18_08_19_22_res_PVN_hd_ZAO_10304_4_155902.jpg,dog,0,"[38, 468, 88, 558]","[37, 480, 88, 558]"
16_08_19_22_res_PVN_hd_ZAO_10304_4_154143.jpg,background,0,"[0, 0, 0, 0]","[0, 501, 26, 660]"
15_08_19_22_res_PVN_hd_ZAO_10304_4_69937.jpg,dog,0,"[48, 568, 100, 644]","[48, 567, 107, 645]"
17_08_07_11_res_PVN_hd_ZAO_10304_4_126674.jpg,dog,0,"[694, 513, 797, 583]","[699, 512, 795, 582]"
16_08_07_11_res_PVN_hd_ZAO_10304_4_216112.jpg,dog,0,"[1134, 583, 1248, 719]","[1134, 591, 1244, 718]"
14_08_19_22_res_PVN_hd_ZAO_10304_4_138938.jpg,dog,0,"[186, 476, 278, 536]","[187, 476, 278, 536]"
18_08_07_11_res_PVN_hd_ZAO_10304_4_127381.jpg,dog,0,"[222, 439, 302, 501]","[221, 437, 302, 500]"
